Year,Increment,FishID,Length,Capture_age_chron,Collection_year,Cohort,sex,Weight,Increment_age,PDO,SSTv4
1974,0.0737,R140_3249,39,18,1988,1970,2,,5,5.0031059,5.0031059
1975,0.0866,R140_3249,39,18,1988,1970,2,,6,4.681771867,4.681771867
1976,0.0295,R140_3249,39,18,1988,1970,2,,7,4.61692252,4.61692252
1977,0.0958,R140_3249,39,18,1988,1970,2,,8,5.7243607,5.7243607
1978,0.0663,R140_3249,39,18,1988,1970,2,,9,5.5992486,5.5992486
1979,0.0497,R140_3249,39,18,1988,1970,2,,10,6.4476407,6.4476407
1980,0.0497,R140_3249,39,18,1988,1970,2,,11,5.1286255,5.1286255
1981,0.0313,R140_3249,39,18,1988,1970,2,,12,6.2012492,6.2012492
1982,0.0313,R140_3249,39,18,1988,1970,2,,13,4.7648766,4.7648766
1983,0.0184,R140_3249,39,18,1988,1970,2,,14,5.8634266,5.8634266
1984,0.0203,R140_3249,39,18,1988,1970,2,,15,5.44916092,5.44916092
1985,0.0166,R140_3249,39,18,1988,1970,2,,16,4.7552367,4.7552367
1986,0.0221,R140_3249,39,18,1988,1970,2,,17,5.16935397,5.16935397
1987,0.0387,R140_3249,39,18,1988,1970,2,,18,5.8787333,5.8787333
1962,0.0589,R140_3250,39,32,1990,1958,,,5,4.73869153,4.73869153
1963,0.0461,R140_3250,39,32,1990,1958,,,6,5.265386556,5.265386556
1964,0.0442,R140_3250,39,32,1990,1958,,,7,4.82454492,4.82454492
1965,0.0497,R140_3250,39,32,1990,1958,,,8,4.8576374,4.8576374
1966,0.0589,R140_3250,39,32,1990,1958,,,9,4.81894888,4.81894888
1967,0.0645,R140_3250,39,32,1990,1958,,,10,6.0441331,6.0441331
1968,0.0553,R140_3250,39,32,1990,1958,,,11,4.996812,4.996812
1969,0.0626,R140_3250,39,32,1990,1958,,,12,5.931678889,5.931678889
1970,0.0571,R140_3250,39,32,1990,1958,,,13,5.2281568,5.2281568
1971,0.0534,R140_3250,39,32,1990,1958,,,14,4.366202911,4.366202911
1972,0.0461,R140_3250,39,32,1990,1958,,,15,4.022677445,4.022677445
1973,0.0387,R140_3250,39,32,1990,1958,,,16,5.160209667,5.160209667
1974,0.0332,R140_3250,39,32,1990,1958,,,17,5.0031059,5.0031059
1975,0.0295,R140_3250,39,32,1990,1958,,,18,4.681771867,4.681771867
1976,0.0221,R140_3250,39,32,1990,1958,,,19,4.61692252,4.61692252
1977,0.0276,R140_3250,39,32,1990,1958,,,20,5.7243607,5.7243607
1978,0.0405,R140_3250,39,32,1990,1958,,,21,5.5992486,5.5992486
1979,0.0461,R140_3250,39,32,1990,1958,,,22,6.4476407,6.4476407
1980,0.0276,R140_3250,39,32,1990,1958,,,23,5.1286255,5.1286255
1981,0.035,R140_3250,39,32,1990,1958,,,24,6.2012492,6.2012492
1982,0.0313,R140_3250,39,32,1990,1958,,,25,4.7648766,4.7648766
1983,0.0387,R140_3250,39,32,1990,1958,,,26,5.8634266,5.8634266
1984,0.0203,R140_3250,39,32,1990,1958,,,27,5.44916092,5.44916092
1985,0.0258,R140_3250,39,32,1990,1958,,,28,4.7552367,4.7552367
1986,0.0424,R140_3250,39,32,1990,1958,,,29,5.16935397,5.16935397
1987,0.0405,R140_3250,39,32,1990,1958,,,30,5.8787333,5.8787333
1988,0.0442,R140_3250,39,32,1990,1958,,,31,5.1758543,5.1758543
1966,0.0424,R140_3079,37,29,1988,1959,2,,8,4.81894888,4.81894888
1967,0.0479,R140_3079,37,29,1988,1959,2,,9,6.0441331,6.0441331
1968,0.0498,R140_3079,37,29,1988,1959,2,,10,4.996812,4.996812
1969,0.0534,R140_3079,37,29,1988,1959,2,,11,5.931678889,5.931678889
1970,0.0258,R140_3079,37,29,1988,1959,2,,12,5.2281568,5.2281568
1971,0.0387,R140_3079,37,29,1988,1959,2,,13,4.366202911,4.366202911
1972,0.0369,R140_3079,37,29,1988,1959,2,,14,4.022677445,4.022677445
1973,0.0387,R140_3079,37,29,1988,1959,2,,15,5.160209667,5.160209667
1974,0.0276,R140_3079,37,29,1988,1959,2,,16,5.0031059,5.0031059
1975,0.0442,R140_3079,37,29,1988,1959,2,,17,4.681771867,4.681771867
1976,0.0184,R140_3079,37,29,1988,1959,2,,18,4.61692252,4.61692252
1977,0.0276,R140_3079,37,29,1988,1959,2,,19,5.7243607,5.7243607
1978,0.0405,R140_3079,37,29,1988,1959,2,,20,5.5992486,5.5992486
1979,0.0369,R140_3079,37,29,1988,1959,2,,21,6.4476407,6.4476407
1980,0.0147,R140_3079,37,29,1988,1959,2,,22,5.1286255,5.1286255
1981,0.0166,R140_3079,37,29,1988,1959,2,,23,6.2012492,6.2012492
1982,0.0258,R140_3079,37,29,1988,1959,2,,24,4.7648766,4.7648766
1983,0.0332,R140_3079,37,29,1988,1959,2,,25,5.8634266,5.8634266
1984,0.0166,R140_3079,37,29,1988,1959,2,,26,5.44916092,5.44916092
1985,0.0166,R140_3079,37,29,1988,1959,2,,27,4.7552367,4.7552367
1986,0.0147,R140_3079,37,29,1988,1959,2,,28,5.16935397,5.16935397
1987,0.024,R140_3079,37,29,1988,1959,2,,29,5.8787333,5.8787333
1962,0.0608,R140_3239,42,32,1988,1956,2,,7,4.73869153,4.73869153
1963,0.046,R140_3239,42,32,1988,1956,2,,8,5.265386556,5.265386556
1964,0.0608,R140_3239,42,32,1988,1956,2,,9,4.82454492,4.82454492
1965,0.0608,R140_3239,42,32,1988,1956,2,,10,4.8576374,4.8576374
1966,0.0922,R140_3239,42,32,1988,1956,2,,11,4.81894888,4.81894888
1967,0.0755,R140_3239,42,32,1988,1956,2,,12,6.0441331,6.0441331
1968,0.0442,R140_3239,42,32,1988,1956,2,,13,4.996812,4.996812
1969,0.0571,R140_3239,42,32,1988,1956,2,,14,5.931678889,5.931678889
1970,0.0571,R140_3239,42,32,1988,1956,2,,15,5.2281568,5.2281568
1971,0.0497,R140_3239,42,32,1988,1956,2,,16,4.366202911,4.366202911
1972,0.0295,R140_3239,42,32,1988,1956,2,,17,4.022677445,4.022677445
1973,0.0368,R140_3239,42,32,1988,1956,2,,18,5.160209667,5.160209667
1974,0.0479,R140_3239,42,32,1988,1956,2,,19,5.0031059,5.0031059
1975,0.0424,R140_3239,42,32,1988,1956,2,,20,4.681771867,4.681771867
1976,0.0387,R140_3239,42,32,1988,1956,2,,21,4.61692252,4.61692252
1977,0.0258,R140_3239,42,32,1988,1956,2,,22,5.7243607,5.7243607
1978,0.0571,R140_3239,42,32,1988,1956,2,,23,5.5992486,5.5992486
1979,0.0276,R140_3239,42,32,1988,1956,2,,24,6.4476407,6.4476407
1980,0.0258,R140_3239,42,32,1988,1956,2,,25,5.1286255,5.1286255
1981,0.0203,R140_3239,42,32,1988,1956,2,,26,6.2012492,6.2012492
1982,0.0147,R140_3239,42,32,1988,1956,2,,27,4.7648766,4.7648766
1983,0.0147,R140_3239,42,32,1988,1956,2,,28,5.8634266,5.8634266
1984,0.0221,R140_3239,42,32,1988,1956,2,,29,5.44916092,5.44916092
1985,0.0239,R140_3239,42,32,1988,1956,2,,30,4.7552367,4.7552367
1986,0.0295,R140_3239,42,32,1988,1956,2,,31,5.16935397,5.16935397
1994,0.053054,R140_6,34,18,2008,1990,2,384,5,5.3507835,5.3507835
1995,0.056006,R140_6,34,18,2008,1990,2,384,6,5.3110536,5.3110536
1996,0.061828,R140_6,34,18,2008,1990,2,384,7,5.2936518,5.2936518
1997,0.060352,R140_6,34,18,2008,1990,2,384,8,6.0545831,6.0545831
1998,0.050102,R140_6,34,18,2008,1990,2,384,9,5.7722394,5.7722394
1999,0.03239,R140_6,34,18,2008,1990,2,384,10,4.70638508,4.70638508
2000,0.060352,R140_6,34,18,2008,1990,2,384,11,5.12424454,5.12424454
2001,0.051578,R140_6,34,18,2008,1990,2,384,12,5.3685169,5.3685169
2002,0.061828,R140_6,34,18,2008,1990,2,384,13,5.79371722,5.79371722
2003,0.048626,R140_6,34,18,2008,1990,2,384,14,6.0759167,6.0759167
2004,0.053054,R140_6,34,18,2008,1990,2,384,15,6.0149829,6.0149829
2005,0.038294,R140_6,34,18,2008,1990,2,384,16,5.8702298,5.8702298
2006,0.022058,R140_6,34,18,2008,1990,2,384,17,5.26322844,5.26322844
1993,0.045674,R140_7,36,21,2008,1987,2,470,7,6.0813382,6.0813382
1994,0.02501,R140_7,36,21,2008,1987,2,470,8,5.3507835,5.3507835
1995,0.060352,R140_7,36,21,2008,1987,2,470,9,5.3110536,5.3110536
1996,0.022058,R140_7,36,21,2008,1987,2,470,10,5.2936518,5.2936518
1997,0.01763,R140_7,36,21,2008,1987,2,470,11,6.0545831,6.0545831
1998,0.036818,R140_7,36,21,2008,1987,2,470,12,5.7722394,5.7722394
1999,0.020582,R140_7,36,21,2008,1987,2,470,13,4.70638508,4.70638508
2000,0.036818,R140_7,36,21,2008,1987,2,470,14,5.12424454,5.12424454
2001,0.051496,R140_7,36,21,2008,1987,2,470,15,5.3685169,5.3685169
2002,0.048626,R140_7,36,21,2008,1987,2,470,16,5.79371722,5.79371722
2003,0.042722,R140_7,36,21,2008,1987,2,470,17,6.0759167,6.0759167
2004,0.033866,R140_7,36,21,2008,1987,2,470,18,6.0149829,6.0149829
2005,0.038294,R140_7,36,21,2008,1987,2,470,19,5.8702298,5.8702298
1990,0.042722,R140_8,33,25,2008,1983,2,352,8,5.30396262,5.30396262
1991,0.04715,R140_8,33,25,2008,1983,2,352,9,5.57854866,5.57854866
1992,0.048626,R140_8,33,25,2008,1983,2,352,10,5.15318766,5.15318766
1993,0.051496,R140_8,33,25,2008,1983,2,352,11,6.0813382,6.0813382
1994,0.052972,R140_8,33,25,2008,1983,2,352,12,5.3507835,5.3507835
1995,0.050102,R140_8,33,25,2008,1983,2,352,13,5.3110536,5.3110536
1996,0.041246,R140_8,33,25,2008,1983,2,352,14,5.2936518,5.2936518
1997,0.03977,R140_8,33,25,2008,1983,2,352,15,6.0545831,6.0545831
1998,0.04715,R140_8,33,25,2008,1983,2,352,16,5.7722394,5.7722394
1999,0.030914,R140_8,33,25,2008,1983,2,352,17,4.70638508,4.70638508
2000,0.038294,R140_8,33,25,2008,1983,2,352,18,5.12424454,5.12424454
2001,0.042722,R140_8,33,25,2008,1983,2,352,19,5.3685169,5.3685169
2002,0.045674,R140_8,33,25,2008,1983,2,352,20,5.79371722,5.79371722
2003,0.052972,R140_8,33,25,2008,1983,2,352,21,6.0759167,6.0759167
2004,0.051496,R140_8,33,25,2008,1983,2,352,22,6.0149829,6.0149829
2005,0.041246,R140_8,33,25,2008,1983,2,352,23,5.8702298,5.8702298
2006,0.038294,R140_8,33,25,2008,1983,2,352,24,5.26322844,5.26322844
1986,0.03977,R140_9,40,25,2008,1983,2,736,4,5.16935397,5.16935397
1987,0.06478,R140_9,40,25,2008,1983,2,736,5,5.8787333,5.8787333
1988,0.06478,R140_9,40,25,2008,1983,2,736,6,5.1758543,5.1758543
1989,0.0574,R140_9,40,25,2008,1983,2,736,7,5.29498727,5.29498727
1990,0.066256,R140_9,40,25,2008,1983,2,736,8,5.30396262,5.30396262
1991,0.066256,R140_9,40,25,2008,1983,2,736,9,5.57854866,5.57854866
1992,0.033866,R140_9,40,25,2008,1983,2,736,10,5.15318766,5.15318766
1993,0.051496,R140_9,40,25,2008,1983,2,736,11,6.0813382,6.0813382
1994,0.026486,R140_9,40,25,2008,1983,2,736,12,5.3507835,5.3507835
1995,0.022058,R140_9,40,25,2008,1983,2,736,13,5.3110536,5.3110536
1996,0.045674,R140_9,40,25,2008,1983,2,736,14,5.2936518,5.2936518
1997,0.027962,R140_9,40,25,2008,1983,2,736,15,6.0545831,6.0545831
1998,0.030914,R140_9,40,25,2008,1983,2,736,16,5.7722394,5.7722394
1999,0.022058,R140_9,40,25,2008,1983,2,736,17,4.70638508,4.70638508
2000,0.023534,R140_9,40,25,2008,1983,2,736,18,5.12424454,5.12424454
2001,0.030914,R140_9,40,25,2008,1983,2,736,19,5.3685169,5.3685169
2002,0.030914,R140_9,40,25,2008,1983,2,736,20,5.79371722,5.79371722
2003,0.036818,R140_9,40,25,2008,1983,2,736,21,6.0759167,6.0759167
2004,0.026486,R140_9,40,25,2008,1983,2,736,22,6.0149829,6.0149829
2005,0.029438,R140_9,40,25,2008,1983,2,736,23,5.8702298,5.8702298
1992,0.03977,R140_10,37,21,2008,1987,2,642,6,5.15318766,5.15318766
1993,0.063304,R140_10,37,21,2008,1987,2,642,7,6.0813382,6.0813382
1994,0.045674,R140_10,37,21,2008,1987,2,642,8,5.3507835,5.3507835
1995,0.036818,R140_10,37,21,2008,1987,2,642,9,5.3110536,5.3110536
1996,0.07216,R140_10,37,21,2008,1987,2,642,10,5.2936518,5.2936518
1997,0.058876,R140_10,37,21,2008,1987,2,642,11,6.0545831,6.0545831
1998,0.058876,R140_10,37,21,2008,1987,2,642,12,5.7722394,5.7722394
1999,0.03239,R140_10,37,21,2008,1987,2,642,13,4.70638508,4.70638508
2000,0.035342,R140_10,37,21,2008,1987,2,642,14,5.12424454,5.12424454
2001,0.051496,R140_10,37,21,2008,1987,2,642,15,5.3685169,5.3685169
2002,0.05002,R140_10,37,21,2008,1987,2,642,16,5.79371722,5.79371722
2003,0.0574,R140_10,37,21,2008,1987,2,642,17,6.0759167,6.0759167
2004,0.042722,R140_10,37,21,2008,1987,2,642,18,6.0149829,6.0149829
2005,0.041246,R140_10,37,21,2008,1987,2,642,19,5.8702298,5.8702298
2006,0.02501,R140_10,37,21,2008,1987,2,642,20,5.26322844,5.26322844
1995,0.042722,R140_11,37,20,2008,1988,2,666,8,5.3110536,5.3110536
1996,0.063386,R140_11,37,20,2008,1988,2,666,9,5.2936518,5.2936518
1997,0.03239,R140_11,37,20,2008,1988,2,666,10,6.0545831,6.0545831
1998,0.051578,R140_11,37,20,2008,1988,2,666,11,5.7722394,5.7722394
1999,0.03239,R140_11,37,20,2008,1988,2,666,12,4.70638508,4.70638508
2000,0.035342,R140_11,37,20,2008,1988,2,666,13,5.12424454,5.12424454
2001,0.044198,R140_11,37,20,2008,1988,2,666,14,5.3685169,5.3685169
2002,0.053054,R140_11,37,20,2008,1988,2,666,15,5.79371722,5.79371722
2003,0.057482,R140_11,37,20,2008,1988,2,666,16,6.0759167,6.0759167
2004,0.033866,R140_11,37,20,2008,1988,2,666,17,6.0149829,6.0149829
1980,0.053054,R140_12,33,33,2008,1975,2,556,6,5.1286255,5.1286255
1981,0.060352,R140_12,33,33,2008,1975,2,556,7,6.2012492,6.2012492
1982,0.044198,R140_12,33,33,2008,1975,2,556,8,4.7648766,4.7648766
1983,0.061828,R140_12,33,33,2008,1975,2,556,9,5.8634266,5.8634266
1984,0.045674,R140_12,33,33,2008,1975,2,556,10,5.44916092,5.44916092
1985,0.048626,R140_12,33,33,2008,1975,2,556,11,4.7552367,4.7552367
1986,0.033866,R140_12,33,33,2008,1975,2,556,12,5.16935397,5.16935397
1987,0.069208,R140_12,33,33,2008,1975,2,556,13,5.8787333,5.8787333
1988,0.038294,R140_12,33,33,2008,1975,2,556,14,5.1758543,5.1758543
1989,0.038294,R140_12,33,33,2008,1975,2,556,15,5.29498727,5.29498727
1990,0.036818,R140_12,33,33,2008,1975,2,556,16,5.30396262,5.30396262
1991,0.033866,R140_12,33,33,2008,1975,2,556,17,5.57854866,5.57854866
1992,0.023534,R140_12,33,33,2008,1975,2,556,18,5.15318766,5.15318766
1993,0.036818,R140_12,33,33,2008,1975,2,556,19,6.0813382,6.0813382
1994,0.020582,R140_12,33,33,2008,1975,2,556,20,5.3507835,5.3507835
1995,0.026486,R140_12,33,33,2008,1975,2,556,21,5.3110536,5.3110536
1996,0.036818,R140_12,33,33,2008,1975,2,556,22,5.2936518,5.2936518
1997,0.027962,R140_12,33,33,2008,1975,2,556,23,6.0545831,6.0545831
1998,0.035342,R140_12,33,33,2008,1975,2,556,24,5.7722394,5.7722394
1999,0.017712,R140_12,33,33,2008,1975,2,556,25,4.70638508,4.70638508
2000,0.027962,R140_12,33,33,2008,1975,2,556,26,5.12424454,5.12424454
2001,0.027962,R140_12,33,33,2008,1975,2,556,27,5.3685169,5.3685169
2002,0.02501,R140_12,33,33,2008,1975,2,556,28,5.79371722,5.79371722
2003,0.027962,R140_12,33,33,2008,1975,2,556,29,6.0759167,6.0759167
2004,0.020582,R140_12,33,33,2008,1975,2,556,30,6.0149829,6.0149829
2005,0.033866,R140_12,33,33,2008,1975,2,556,31,5.8702298,5.8702298
2006,0.022058,R140_12,33,33,2008,1975,2,556,32,5.26322844,5.26322844
1992,0.03977,R140_13,32,21,2008,1987,1,402,6,5.15318766,5.15318766
1993,0.042722,R140_13,32,21,2008,1987,1,402,7,6.0813382,6.0813382
1994,0.03239,R140_13,32,21,2008,1987,1,402,8,5.3507835,5.3507835
1995,0.030914,R140_13,32,21,2008,1987,1,402,9,5.3110536,5.3110536
1996,0.05002,R140_13,32,21,2008,1987,1,402,10,5.2936518,5.2936518
1997,0.036818,R140_13,32,21,2008,1987,1,402,11,6.0545831,6.0545831
1998,0.035342,R140_13,32,21,2008,1987,1,402,12,5.7722394,5.7722394
1999,0.02501,R140_13,32,21,2008,1987,1,402,13,4.70638508,4.70638508
2000,0.03977,R140_13,32,21,2008,1987,1,402,14,5.12424454,5.12424454
2001,0.023534,R140_13,32,21,2008,1987,1,402,15,5.3685169,5.3685169
2002,0.036818,R140_13,32,21,2008,1987,1,402,16,5.79371722,5.79371722
2003,0.029438,R140_13,32,21,2008,1987,1,402,17,6.0759167,6.0759167
2004,0.030914,R140_13,32,21,2008,1987,1,402,18,6.0149829,6.0149829
2005,0.02501,R140_13,32,21,2008,1987,1,402,19,5.8702298,5.8702298
1989,0.045674,R140_14,41,27,2008,1981,2,858,9,5.29498727,5.29498727
1990,0.051578,R140_14,41,27,2008,1981,2,858,10,5.30396262,5.30396262
1991,0.051578,R140_14,41,27,2008,1981,2,858,11,5.57854866,5.57854866
1992,0.045674,R140_14,41,27,2008,1981,2,858,12,5.15318766,5.15318766
1993,0.03977,R140_14,41,27,2008,1981,2,858,13,6.0813382,6.0813382
1994,0.022058,R140_14,41,27,2008,1981,2,858,14,5.3507835,5.3507835
1995,0.041246,R140_14,41,27,2008,1981,2,858,15,5.3110536,5.3110536
1996,0.042722,R140_14,41,27,2008,1981,2,858,16,5.2936518,5.2936518
1997,0.044198,R140_14,41,27,2008,1981,2,858,17,6.0545831,6.0545831
1998,0.027962,R140_14,41,27,2008,1981,2,858,18,5.7722394,5.7722394
1999,0.023534,R140_14,41,27,2008,1981,2,858,19,4.70638508,4.70638508
2000,0.02501,R140_14,41,27,2008,1981,2,858,20,5.12424454,5.12424454
2001,0.033866,R140_14,41,27,2008,1981,2,858,21,5.3685169,5.3685169
2002,0.03977,R140_14,41,27,2008,1981,2,858,22,5.79371722,5.79371722
2003,0.044198,R140_14,41,27,2008,1981,2,858,23,6.0759167,6.0759167
2004,0.035342,R140_14,41,27,2008,1981,2,858,24,6.0149829,6.0149829
2005,0.03239,R140_14,41,27,2008,1981,2,858,25,5.8702298,5.8702298
2006,0.016236,R140_14,41,27,2008,1981,2,858,26,5.26322844,5.26322844
1995,0.033866,R140_15,36,19,2008,1989,1,426,7,5.3110536,5.3110536
1996,0.045592,R140_15,36,19,2008,1989,1,426,8,5.2936518,5.2936518
1997,0.036818,R140_15,36,19,2008,1989,1,426,9,6.0545831,6.0545831
1998,0.029438,R140_15,36,19,2008,1989,1,426,10,5.7722394,5.7722394
1999,0.013284,R140_15,36,19,2008,1989,1,426,11,4.70638508,4.70638508
2000,0.019106,R140_15,36,19,2008,1989,1,426,12,5.12424454,5.12424454
2001,0.03239,R140_15,36,19,2008,1989,1,426,13,5.3685169,5.3685169
2002,0.035342,R140_15,36,19,2008,1989,1,426,14,5.79371722,5.79371722
2003,0.03239,R140_15,36,19,2008,1989,1,426,15,6.0759167,6.0759167
2004,0.029438,R140_15,36,19,2008,1989,1,426,16,6.0149829,6.0149829
2005,0.022058,R140_15,36,19,2008,1989,1,426,17,5.8702298,5.8702298
2006,0.023534,R140_15,36,19,2008,1989,1,426,18,5.26322844,5.26322844
1982,0.03239,R140_16,38,32,2008,1976,1,534,7,4.7648766,4.7648766
1983,0.05002,R140_16,38,32,2008,1976,1,534,8,5.8634266,5.8634266
1984,0.036818,R140_16,38,32,2008,1976,1,534,9,5.44916092,5.44916092
1985,0.041246,R140_16,38,32,2008,1976,1,534,10,4.7552367,4.7552367
1986,0.042722,R140_16,38,32,2008,1976,1,534,11,5.16935397,5.16935397
1987,0.048544,R140_16,38,32,2008,1976,1,534,12,5.8787333,5.8787333
1988,0.041246,R140_16,38,32,2008,1976,1,534,13,5.1758543,5.1758543
1989,0.038294,R140_16,38,32,2008,1976,1,534,14,5.29498727,5.29498727
1990,0.030914,R140_16,38,32,2008,1976,1,534,15,5.30396262,5.30396262
1991,0.035342,R140_16,38,32,2008,1976,1,534,16,5.57854866,5.57854866
1992,0.023534,R140_16,38,32,2008,1976,1,534,17,5.15318766,5.15318766
1993,0.035342,R140_16,38,32,2008,1976,1,534,18,6.0813382,6.0813382
1994,0.02501,R140_16,38,32,2008,1976,1,534,19,5.3507835,5.3507835
1995,0.02501,R140_16,38,32,2008,1976,1,534,20,5.3110536,5.3110536
1996,0.026486,R140_16,38,32,2008,1976,1,534,21,5.2936518,5.2936518
1997,0.01763,R140_16,38,32,2008,1976,1,534,22,6.0545831,6.0545831
1998,0.026486,R140_16,38,32,2008,1976,1,534,23,5.7722394,5.7722394
1999,0.02501,R140_16,38,32,2008,1976,1,534,24,4.70638508,4.70638508
2000,0.020582,R140_16,38,32,2008,1976,1,534,25,5.12424454,5.12424454
2001,0.019106,R140_16,38,32,2008,1976,1,534,26,5.3685169,5.3685169
2002,0.026486,R140_16,38,32,2008,1976,1,534,27,5.79371722,5.79371722
2003,0.030914,R140_16,38,32,2008,1976,1,534,28,6.0759167,6.0759167
2004,0.020582,R140_16,38,32,2008,1976,1,534,29,6.0149829,6.0149829
2005,0.022058,R140_16,38,32,2008,1976,1,534,30,5.8702298,5.8702298
2006,0.023534,R140_16,38,32,2008,1976,1,534,31,5.26322844,5.26322844
1989,0.058958,R140_17,34,22,2008,1986,1,462,4,5.29498727,5.29498727
1990,0.044198,R140_17,34,22,2008,1986,1,462,5,5.30396262,5.30396262
1991,0.053054,R140_17,34,22,2008,1986,1,462,6,5.57854866,5.57854866
1992,0.035342,R140_17,34,22,2008,1986,1,462,7,5.15318766,5.15318766
1993,0.058958,R140_17,34,22,2008,1986,1,462,8,6.0813382,6.0813382
1994,0.044198,R140_17,34,22,2008,1986,1,462,9,5.3507835,5.3507835
1995,0.04715,R140_17,34,22,2008,1986,1,462,10,5.3110536,5.3110536
1996,0.044198,R140_17,34,22,2008,1986,1,462,11,5.2936518,5.2936518
1997,0.044198,R140_17,34,22,2008,1986,1,462,12,6.0545831,6.0545831
1998,0.03239,R140_17,34,22,2008,1986,1,462,13,5.7722394,5.7722394
1999,0.016236,R140_17,34,22,2008,1986,1,462,14,4.70638508,4.70638508
2000,0.019188,R140_17,34,22,2008,1986,1,462,15,5.12424454,5.12424454
2001,0.030914,R140_17,34,22,2008,1986,1,462,16,5.3685169,5.3685169
2002,0.035342,R140_17,34,22,2008,1986,1,462,17,5.79371722,5.79371722
2003,0.03239,R140_17,34,22,2008,1986,1,462,18,6.0759167,6.0759167
2004,0.02214,R140_17,34,22,2008,1986,1,462,19,6.0149829,6.0149829
2005,0.023616,R140_17,34,22,2008,1986,1,462,20,5.8702298,5.8702298
2006,0.016236,R140_17,34,22,2008,1986,1,462,21,5.26322844,5.26322844
1992,0.056006,R140_18,33,20,2008,1988,2,412,5,5.15318766,5.15318766
1993,0.076588,R140_18,33,20,2008,1988,2,412,6,6.0813382,6.0813382
1994,0.038294,R140_18,33,20,2008,1988,2,412,7,5.3507835,5.3507835
1995,0.030914,R140_18,33,20,2008,1988,2,412,8,5.3110536,5.3110536
1996,0.057482,R140_18,33,20,2008,1988,2,412,9,5.2936518,5.2936518
1997,0.036818,R140_18,33,20,2008,1988,2,412,10,6.0545831,6.0545831
1998,0.048626,R140_18,33,20,2008,1988,2,412,11,5.7722394,5.7722394
1999,0.020664,R140_18,33,20,2008,1988,2,412,12,4.70638508,4.70638508
2000,0.025092,R140_18,33,20,2008,1988,2,412,13,5.12424454,5.12424454
2001,0.03239,R140_18,33,20,2008,1988,2,412,14,5.3685169,5.3685169
2002,0.042722,R140_18,33,20,2008,1988,2,412,15,5.79371722,5.79371722
2003,0.05453,R140_18,33,20,2008,1988,2,412,16,6.0759167,6.0759167
2004,0.036818,R140_18,33,20,2008,1988,2,412,17,6.0149829,6.0149829
2005,0.029438,R140_18,33,20,2008,1988,2,412,18,5.8702298,5.8702298
2006,0.019188,R140_18,33,20,2008,1988,2,412,19,5.26322844,5.26322844
1992,0.038294,R140_19,31,23,2008,1985,1,302,8,5.15318766,5.15318766
1993,0.051496,R140_19,31,23,2008,1985,1,302,9,6.0813382,6.0813382
1994,0.045592,R140_19,31,23,2008,1985,1,302,10,5.3507835,5.3507835
1995,0.03239,R140_19,31,23,2008,1985,1,302,11,5.3110536,5.3110536
1996,0.048544,R140_19,31,23,2008,1985,1,302,12,5.2936518,5.2936518
1997,0.036818,R140_19,31,23,2008,1985,1,302,13,6.0545831,6.0545831
1998,0.048544,R140_19,31,23,2008,1985,1,302,14,5.7722394,5.7722394
1999,0.029438,R140_19,31,23,2008,1985,1,302,15,4.70638508,4.70638508
2000,0.029438,R140_19,31,23,2008,1985,1,302,16,5.12424454,5.12424454
2001,0.03977,R140_19,31,23,2008,1985,1,302,17,5.3685169,5.3685169
2002,0.048544,R140_19,31,23,2008,1985,1,302,18,5.79371722,5.79371722
2003,0.045592,R140_19,31,23,2008,1985,1,302,19,6.0759167,6.0759167
2004,0.052972,R140_19,31,23,2008,1985,1,302,20,6.0149829,6.0149829
2005,0.04264,R140_19,31,23,2008,1985,1,302,21,5.8702298,5.8702298
2006,0.041164,R140_19,31,23,2008,1985,1,302,22,5.26322844,5.26322844
1994,0.03977,R140_20,34,20,2008,1988,1,458,7,5.3507835,5.3507835
1995,0.035342,R140_20,34,20,2008,1988,1,458,8,5.3110536,5.3110536
1996,0.041246,R140_20,34,20,2008,1988,1,458,9,5.2936518,5.2936518
1997,0.053054,R140_20,34,20,2008,1988,1,458,10,6.0545831,6.0545831
1998,0.041246,R140_20,34,20,2008,1988,1,458,11,5.7722394,5.7722394
1999,0.019106,R140_20,34,20,2008,1988,1,458,12,4.70638508,4.70638508
2000,0.02501,R140_20,34,20,2008,1988,1,458,13,5.12424454,5.12424454
2001,0.029438,R140_20,34,20,2008,1988,1,458,14,5.3685169,5.3685169
2002,0.050102,R140_20,34,20,2008,1988,1,458,15,5.79371722,5.79371722
2003,0.05453,R140_20,34,20,2008,1988,1,458,16,6.0759167,6.0759167
2004,0.035342,R140_20,34,20,2008,1988,1,458,17,6.0149829,6.0149829
2005,0.035342,R140_20,34,20,2008,1988,1,458,18,5.8702298,5.8702298
2006,0.020582,R140_20,34,20,2008,1988,1,458,19,5.26322844,5.26322844
1990,0.041246,R140_21,35,27,2008,1981,1,466,10,5.30396262,5.30396262
1991,0.035342,R140_21,35,27,2008,1981,1,466,11,5.57854866,5.57854866
1992,0.027962,R140_21,35,27,2008,1981,1,466,12,5.15318766,5.15318766
1993,0.041246,R140_21,35,27,2008,1981,1,466,13,6.0813382,6.0813382
1994,0.038294,R140_21,35,27,2008,1981,1,466,14,5.3507835,5.3507835
1995,0.036818,R140_21,35,27,2008,1981,1,466,15,5.3110536,5.3110536
1996,0.035342,R140_21,35,27,2008,1981,1,466,16,5.2936518,5.2936518
